employee_id,age,years_at_company,monthly_salary,performance_score,overtime_hours,training_hours,projects_completed,absenteeism_days,bonus_pct,engagement_score,department,job_level,education,gender,marital_status,attrition_risk,salary_age_ratio,workload_index,loyalty_tier
1529,41,4,3371,3,4,34,19,3,11.1,7.7,Risk,Mid,PhD,Male,Married,0,82.22,13.0,Growing
1530,27,29,6101,2,1,73,1,7,27.9,3.2,Audit,Junior,Other,Male,Single,1,225.96,1.0,Veteran
1531,40,23,9789,5,3,52,10,6,13.3,5.2,Compliance,Lead,Masters,Male,Divorced,0,244.72,7.2,Veteran
1532,26,23,6097,4,2,37,14,3,24.1,9.7,Finance,Lead,PhD,Female,Married,0,234.5,9.2,Veteran
1533,24,26,7292,3,1,58,13,1,27.8,3.7,Finance,Senior,Other,Male,Single,0,303.83,8.2,Veteran
1534,22,2,10232,3,10,42,9,2,29.2,3.0,Investment Banking,Junior,Other,Female,Married,0,465.09,9.4,New
1535,59,10,9264,5,2,3,6,4,26.9,2.9,Finance,Lead,Bachelors,Female,Single,0,157.02,4.4,Established
1536,36,12,8800,3,4,4,6,4,9.5,6.0,Finance,Lead,PhD,Non-binary,Married,0,244.44,5.2,Veteran
1537,55,3,6982,3,3,67,19,5,28.9,9.5,Investment Banking,Mid,Masters,Non-binary,Divorced,0,126.95,12.6,Growing
1538,56,25,9110,4,32,44,10,4,24.4,6.5,Treasury,Mid,Masters,Non-binary,Divorced,0,162.68,18.8,Veteran
1539,46,26,7628,5,3,79,3,4,25.1,3.7,Risk,Mid,PhD,Female,Single,1,165.83,3.0,Veteran
1540,45,13,9373,1,0,24,18,2,0.5,6.7,Compliance,Senior,Masters,Non-binary,Single,0,208.29,10.8,Veteran
1541,33,21,6509,3,0,77,19,6,28.6,6.6,Treasury,Mid,Other,Non-binary,Married,0,197.24,11.4,Veteran
1542,39,10,7452,5,7,10,5,1,23.3,6.4,Risk,Junior,Other,Non-binary,Divorced,0,191.08,5.8,Established
1543,36,26,5030,3,7,28,11,1,23.0,2.4,Operations,Senior,PhD,Female,Married,1,139.72,9.4,Veteran
1544,37,9,7894,2,4,33,10,7,2.4,6.7,Finance,Lead,Masters,Male,Divorced,1,213.35,7.6,Established
1545,48,18,5566,4,4,13,17,3,7.0,4.9,Compliance,Lead,Other,Non-binary,Married,0,115.96,11.8,Veteran
1546,29,17,4657,5,0,23,4,3,28.9,1.2,Risk,Junior,PhD,Non-binary,Married,0,160.59,2.4,Veteran
1547,46,5,8775,3,5,58,18,1,15.0,5.9,Operations,Junior,Other,Non-binary,Married,0,190.76,12.8,Growing
1548,38,26,8638,5,5,38,18,2,11.9,9.9,Finance,Lead,PhD,Non-binary,Single,0,227.32,12.8,Veteran
1549,50,28,10348,4,1,25,1,1,25.2,4.1,Operations,Junior,Bachelors,Female,Divorced,1,206.96,1.0,Veteran
1550,29,14,6706,2,0,42,14,1,2.6,9.7,Investment Banking,Junior,Bachelors,Male,Single,0,231.24,8.4,Veteran
1551,36,20,9224,5,1,35,8,2,12.5,1.9,Operations,Junior,PhD,Male,Single,1,256.22,5.2,Veteran
1552,48,29,9652,3,0,38,2,3,11.3,7.6,Treasury,Mid,Bachelors,Non-binary,Married,0,201.08,1.2,Veteran
1553,28,9,9334,3,7,60,19,2,10.5,2.0,Operations,Lead,Bachelors,Male,Divorced,0,333.36,14.2,Established
1554,24,4,5523,4,1,15,15,7,9.2,3.5,Treasury,Junior,Masters,Non-binary,Single,0,230.12,9.4,Growing
1555,50,25,8448,3,2,58,2,4,6.3,6.1,Audit,Junior,Bachelors,Non-binary,Married,0,168.96,2.0,Veteran
1556,45,28,9092,2,1,5,4,4,5.2,6.3,Treasury,Mid,Masters,Male,Divorced,0,202.04,2.8,Veteran
1557,24,4,8021,1,25,55,1,3,19.2,8.0,Investment Banking,Lead,Bachelors,Male,Divorced,1,334.21,10.6,Growing
1558,41,9,2500,3,15,7,19,4,27.6,6.5,Investment Banking,Senior,Bachelors,Female,Single,0,60.98,17.4,Established
1559,36,27,8481,4,2,26,10,4,15.3,6.3,Operations,Lead,Other,Non-binary,Married,0,235.58,6.8,Veteran
1560,46,4,14637,4,3,70,1,7,8.9,9.2,Risk,Lead,PhD,Male,Single,0,318.2,1.8,Growing
1561,51,2,6919,5,1,26,15,4,4.8,5.1,Operations,Lead,Bachelors,Female,Divorced,0,135.67,9.4,New
1562,35,22,5815,3,5,45,4,4,24.9,3.0,Operations,Mid,PhD,Male,Single,0,166.14,4.4,Veteran
1563,28,5,9120,3,0,40,7,1,29.1,2.5,Risk,Lead,PhD,Male,Married,1,325.71,4.2,Growing
1564,38,3,8937,3,8,78,7,1,10.5,4.6,Finance,Senior,Other,Non-binary,Divorced,0,235.18,7.4,Growing
1565,41,17,11578,3,5,24,18,1,8.7,7.4,Compliance,Junior,PhD,Female,Married,0,282.39,12.8,Veteran
1566,57,27,4226,3,18,17,13,5,18.0,1.4,Audit,Lead,PhD,Non-binary,Married,1,74.14,15.0,Veteran
1567,30,8,10194,4,1,11,10,6,23.3,2.2,Finance,Mid,Bachelors,Male,Divorced,0,339.8,6.4,Established
1568,59,16,9771,5,13,50,8,3,13.7,2.0,Operations,Lead,Other,Female,Married,0,165.61,10.0,Veteran
1569,43,28,7573,5,12,38,10,6,18.9,6.3,Finance,Lead,PhD,Non-binary,Married,0,176.12,10.8,Veteran
1570,23,12,9016,3,1,9,14,7,21.5,3.2,Compliance,Senior,Bachelors,Female,Married,0,392.0,8.8,Veteran
1571,45,26,11088,5,4,73,14,2,28.8,2.5,Investment Banking,Senior,Other,Male,Divorced,0,246.4,10.0,Veteran
1572,29,14,10616,3,1,76,11,3,5.0,6.3,Finance,Mid,Bachelors,Female,Married,0,366.07,7.0,Veteran
1573,32,29,4570,2,2,53,6,3,29.9,7.9,Compliance,Mid,Other,Male,Single,0,142.81,4.4,Veteran
1574,34,19,10460,5,2,28,1,2,11.8,4.0,Finance,Mid,Other,Non-binary,Single,0,307.65,1.4,Veteran
1575,38,16,7805,4,6,40,19,2,21.7,6.2,Treasury,Mid,Masters,Male,Married,0,205.39,13.8,Veteran
1576,29,12,8218,3,4,8,7,1,17.2,1.9,Operations,Mid,Masters,Male,Single,0,283.38,5.8,Veteran
1577,42,15,8219,3,23,62,18,2,14.6,9.4,Compliance,Junior,Masters,Female,Single,0,195.69,20.0,Veteran
1578,39,21,7549,3,1,76,3,4,20.9,4.0,Audit,Junior,PhD,Female,Divorced,1,193.56,2.2,Veteran
1579,51,3,11575,4,29,36,11,1,11.9,10.0,Operations,Mid,Bachelors,Non-binary,Married,0,226.96,18.2,Growing
1580,39,4,7748,3,2,13,5,5,3.8,9.8,Treasury,Mid,Other,Female,Divorced,0,198.67,3.8,Growing
1581,52,4,4641,5,11,72,19,3,14.7,8.0,Investment Banking,Junior,Bachelors,Non-binary,Married,0,89.25,15.8,Growing
1582,59,8,6819,2,3,71,2,3,15.7,1.2,Finance,Senior,PhD,Male,Single,1,115.58,2.4,Established
1583,53,16,8536,3,1,38,4,3,6.1,5.9,Operations,Junior,Masters,Male,Divorced,0,161.06,2.8,Veteran
1584,32,12,11687,3,15,39,10,4,28.1,1.8,Finance,Mid,Masters,Female,Divorced,1,365.22,12.0,Veteran
1585,46,1,9809,4,2,53,2,0,6.8,9.1,Finance,Senior,Bachelors,Male,Single,0,213.24,2.0,New
1586,54,12,5448,3,8,2,8,4,12.3,8.1,Operations,Mid,Bachelors,Male,Single,0,100.89,8.0,Veteran
1587,59,21,15455,4,6,54,1,6,4.6,9.8,Compliance,Lead,Other,Non-binary,Married,0,261.95,3.0,Veteran
1588,29,20,8794,5,5,32,6,4,16.1,6.5,Compliance,Senior,Bachelors,Female,Married,0,303.24,5.6,Veteran
1589,32,26,11826,5,5,70,11,1,9.2,5.7,Operations,Mid,Other,Non-binary,Single,0,369.56,8.6,Veteran
1590,43,22,7544,4,10,18,10,3,14.7,5.7,Compliance,Junior,Other,Male,Single,0,175.44,10.0,Veteran
1591,45,18,9600,5,0,33,13,0,6.7,4.5,Risk,Mid,Masters,Male,Divorced,0,213.33,7.8,Veteran
1592,38,2,10518,4,8,77,1,5,1.6,5.2,Finance,Junior,Bachelors,Male,Divorced,0,276.79,3.8,New
1593,33,9,11654,4,18,49,2,3,23.4,6.7,Operations,Senior,Masters,Female,Married,0,353.15,8.4,Established
1594,53,1,11172,3,0,46,3,2,19.2,9.4,Audit,Junior,Other,Male,Divorced,0,210.79,1.8,New
1595,36,12,10616,3,1,45,9,4,10.2,6.4,Treasury,Senior,Masters,Male,Single,0,294.89,5.8,Veteran
1596,37,18,7054,3,10,55,5,4,1.4,8.7,Investment Banking,Mid,Masters,Non-binary,Single,0,190.65,7.0,Veteran
1597,43,25,6284,3,4,56,10,6,26.0,8.8,Operations,Junior,Other,Female,Single,0,146.14,7.6,Veteran
1598,49,16,8997,3,4,50,10,3,5.1,5.7,Operations,Senior,PhD,Male,Single,0,183.61,7.6,Veteran
1599,41,20,10799,5,1,53,12,2,27.9,4.1,Finance,Senior,PhD,Non-binary,Married,0,263.39,7.6,Veteran
1600,54,13,7331,3,5,27,18,0,14.4,6.8,Treasury,Senior,Bachelors,Male,Single,0,135.76,12.8,Veteran
1601,31,11,11195,2,1,18,1,3,10.2,5.0,Finance,Lead,Masters,Non-binary,Single,0,361.13,1.0,Veteran
1602,61,20,12357,4,5,26,3,3,22.3,1.7,Audit,Senior,Bachelors,Male,Single,0,202.57,3.8,Veteran
1603,53,11,5251,2,11,47,5,4,26.3,4.4,Investment Banking,Mid,Masters,Female,Single,1,99.08,7.4,Veteran
1604,54,10,5489,2,2,18,17,3,11.1,9.9,Compliance,Mid,Bachelors,Female,Married,0,101.65,11.0,Established
1605,23,6,7578,3,5,50,8,4,12.2,1.4,Operations,Mid,Bachelors,Non-binary,Married,0,329.48,6.8,Established
1606,54,3,8922,3,34,6,17,1,13.0,7.3,Finance,Senior,Other,Male,Divorced,0,165.22,23.8,Growing
1607,54,18,6426,3,9,28,9,0,27.7,8.6,Investment Banking,Mid,PhD,Female,Married,0,119.0,9.0,Veteran
1608,34,0,12056,4,14,42,6,3,20.8,6.8,Audit,Senior,PhD,Male,Married,0,354.59,9.2,New
1609,51,27,9272,4,4,68,17,2,7.4,6.1,Audit,Senior,PhD,Female,Married,0,181.8,11.8,Veteran
1610,54,23,8118,3,11,57,8,3,5.5,7.4,Investment Banking,Senior,Other,Non-binary,Divorced,0,150.33,9.2,Veteran
1611,34,28,3692,3,0,7,7,2,6.9,4.9,Risk,Lead,PhD,Female,Single,0,108.59,4.2,Veteran
1612,47,2,4052,3,1,41,7,3,7.9,1.8,Operations,Junior,Other,Male,Divorced,0,86.21,4.6,New
1613,43,12,8843,4,1,75,15,3,6.9,9.7,Audit,Mid,Masters,Male,Single,0,205.65,9.4,Veteran
1614,60,14,2500,2,4,41,7,0,19.8,4.9,Investment Banking,Lead,Other,Male,Married,1,41.67,5.8,Veteran
1615,23,1,11037,1,14,12,8,1,3.5,7.0,Compliance,Mid,Bachelors,Non-binary,Single,1,479.87,10.4,New
1616,59,10,7525,4,3,25,9,2,11.6,5.8,Finance,Lead,Bachelors,Non-binary,Divorced,0,127.54,6.6,Established
1617,60,3,17729,3,8,17,15,4,18.8,1.5,Finance,Junior,Masters,Male,Single,0,295.48,12.2,Growing
1618,47,18,14923,2,9,41,2,3,8.7,9.6,Risk,Junior,Masters,Male,Single,0,317.51,4.8,Veteran
1619,36,28,7455,3,7,50,7,0,2.0,8.1,Compliance,Junior,Bachelors,Female,Married,0,207.08,7.0,Veteran
1620,55,16,7680,5,3,15,15,5,2.5,2.3,Audit,Junior,PhD,Female,Single,0,139.64,10.2,Veteran
1621,61,2,10986,5,6,2,18,3,3.8,9.8,Investment Banking,Senior,PhD,Female,Single,0,180.1,13.2,New
1622,32,27,13109,4,3,78,18,2,25.1,7.6,Risk,Mid,PhD,Male,Married,0,409.66,12.0,Veteran
1623,24,17,3085,3,0,44,10,2,19.7,5.3,Audit,Mid,Masters,Female,Divorced,0,128.54,6.0,Veteran
1624,27,7,2640,4,34,21,18,2,1.9,6.5,Audit,Mid,Bachelors,Male,Married,0,97.78,24.4,Established
1625,30,21,6133,5,1,22,1,1,11.7,2.0,Operations,Senior,Other,Non-binary,Single,0,204.43,1.0,Veteran
1626,27,24,9748,5,0,58,7,0,8.4,6.0,Treasury,Mid,Masters,Female,Married,0,361.04,4.2,Veteran
1627,30,23,9490,3,16,61,3,5,17.3,1.7,Investment Banking,Junior,Bachelors,Male,Married,0,316.33,8.2,Veteran
1628,60,25,11209,4,2,67,14,5,15.7,5.9,Audit,Mid,PhD,Male,Single,0,186.82,9.2,Veteran
1629,52,18,4400,3,8,53,12,0,14.4,6.0,Finance,Mid,PhD,Non-binary,Divorced,0,84.62,10.4,Veteran
1630,53,4,2500,3,3,56,14,1,9.4,8.9,Audit,Lead,PhD,Non-binary,Married,0,47.17,9.6,Growing
1631,33,6,10574,4,3,22,4,2,4.1,7.5,Risk,Senior,Bachelors,Non-binary,Divorced,0,320.42,3.6,Established
1632,29,20,5515,3,2,59,13,2,22.3,3.2,Investment Banking,Junior,PhD,Non-binary,Married,0,190.17,8.6,Veteran
1633,29,7,2500,5,3,72,16,4,26.4,9.0,Audit,Junior,Bachelors,Female,Single,0,86.21,10.8,Established
1634,49,27,8435,2,4,54,16,2,28.3,6.2,Investment Banking,Junior,Masters,Non-binary,Single,0,172.14,11.2,Veteran
1635,41,4,10379,4,10,79,5,5,1.8,6.5,Finance,Mid,Other,Male,Married,0,253.15,7.0,Growing
1636,28,16,7633,5,5,62,6,3,22.2,2.5,Finance,Junior,PhD,Male,Married,1,272.61,5.6,Veteran
1637,32,4,6626,5,22,55,6,2,21.8,8.7,Risk,Junior,Masters,Male,Married,0,207.06,12.4,Growing
1638,41,3,7521,3,0,54,18,4,28.4,9.4,Finance,Lead,Masters,Male,Single,0,183.44,10.8,Growing
1639,37,21,6888,3,5,24,6,4,7.6,8.0,Compliance,Mid,Bachelors,Male,Married,0,186.16,5.6,Veteran
1640,25,18,3955,4,7,25,7,2,22.3,9.5,Compliance,Lead,Masters,Non-binary,Single,0,158.2,7.0,Veteran
1641,27,26,5855,3,20,48,16,0,1.6,3.7,Treasury,Senior,Bachelors,Male,Married,0,216.85,17.6,Veteran
1642,43,20,9563,5,0,62,9,5,18.9,8.8,Investment Banking,Mid,Bachelors,Non-binary,Single,0,222.4,5.4,Veteran
1643,47,1,8965,5,6,44,13,2,10.5,5.4,Compliance,Lead,Masters,Non-binary,Married,0,190.74,10.2,New
1644,24,10,8504,3,15,72,12,3,23.1,2.5,Risk,Senior,Bachelors,Non-binary,Divorced,0,354.33,13.2,Established
1645,35,21,5014,2,2,78,19,0,25.9,7.0,Audit,Lead,Bachelors,Non-binary,Divorced,0,143.26,12.2,Veteran
1646,32,12,7455,2,16,38,1,5,10.9,7.2,Compliance,Senior,Bachelors,Female,Single,0,232.97,7.0,Veteran
1647,39,14,2500,5,0,64,8,3,15.8,3.6,Treasury,Junior,Masters,Female,Married,1,64.1,4.8,Veteran
1648,33,11,8535,3,10,68,4,3,3.5,1.2,Investment Banking,Junior,Other,Female,Divorced,1,258.64,6.4,Veteran
1649,44,21,12286,3,21,55,19,1,12.5,2.8,Operations,Mid,Bachelors,Female,Married,1,279.23,19.8,Veteran
1650,33,20,3577,3,8,8,5,6,10.8,4.6,Operations,Lead,PhD,Female,Married,0,108.39,6.2,Veteran
1651,34,21,6242,4,4,69,17,2,5.5,2.5,Risk,Lead,Masters,Male,Married,0,183.59,11.8,Veteran
1652,46,10,8987,2,0,27,3,4,26.8,2.7,Treasury,Senior,Masters,Female,Divorced,1,195.37,1.8,Established
1653,40,6,11758,3,20,44,19,3,4.4,4.5,Compliance,Mid,Bachelors,Male,Single,0,293.95,19.4,Established
1654,57,27,6655,5,5,25,1,1,19.1,9.7,Treasury,Junior,Masters,Male,Divorced,0,116.75,2.6,Veteran
1655,29,4,5923,5,0,27,1,3,26.7,7.9,Finance,Lead,PhD,Non-binary,Single,0,204.24,0.6,Growing
1656,50,16,2500,4,9,39,9,3,27.4,3.9,Treasury,Senior,Other,Non-binary,Divorced,1,50.0,9.0,Veteran
1657,53,23,8310,1,5,14,5,1,23.8,9.6,Compliance,Junior,Masters,Non-binary,Married,0,156.79,5.0,Veteran
1658,39,19,14126,3,1,5,7,5,5.3,6.8,Risk,Junior,Masters,Female,Married,0,362.21,4.6,Veteran
1659,27,8,8832,4,1,26,6,2,24.5,5.1,Finance,Junior,Masters,Male,Married,0,327.11,4.0,Established
1660,39,13,7933,3,0,37,17,8,8.3,5.2,Treasury,Senior,Bachelors,Female,Divorced,0,203.41,10.2,Veteran
1661,40,25,8966,5,6,67,17,5,27.7,4.7,Operations,Senior,PhD,Non-binary,Divorced,0,224.15,12.6,Veteran
1662,43,11,7966,4,7,74,13,3,21.3,3.1,Compliance,Junior,Other,Non-binary,Single,1,185.26,10.6,Veteran
1663,58,5,5560,2,5,63,12,2,23.6,4.5,Risk,Senior,PhD,Male,Divorced,1,95.86,9.2,Growing
1664,53,16,10469,5,13,29,4,0,2.6,5.8,Audit,Junior,PhD,Male,Single,0,197.53,7.6,Veteran
1665,24,18,8677,5,15,2,8,2,17.5,5.8,Compliance,Junior,Masters,Non-binary,Divorced,0,361.54,10.8,Veteran
1666,49,18,8052,2,7,61,5,6,24.6,7.9,Treasury,Junior,Other,Female,Married,0,164.33,5.8,Veteran
1667,31,25,5073,4,0,11,5,4,25.8,4.2,Investment Banking,Senior,PhD,Female,Divorced,0,163.65,3.0,Veteran
1668,56,15,11910,3,9,29,13,3,0.9,7.5,Risk,Mid,Other,Male,Married,0,212.68,11.4,Veteran
1669,50,11,9994,3,4,37,11,4,28.2,6.2,Operations,Mid,Bachelors,Non-binary,Divorced,0,199.88,8.2,Veteran
1670,36,11,6341,3,6,59,8,2,1.3,9.7,Finance,Senior,Masters,Female,Single,0,176.14,7.2,Veteran
1671,54,19,11005,4,8,37,8,2,18.4,4.5,Treasury,Lead,Bachelors,Male,Divorced,0,203.8,8.0,Veteran
1672,28,5,6507,5,3,14,1,2,20.8,9.1,Risk,Senior,Other,Male,Married,0,232.39,1.8,Growing
1673,33,22,5653,4,19,17,13,3,3.2,8.4,Finance,Lead,Masters,Male,Divorced,0,171.3,15.4,Veteran
1674,51,25,5720,2,1,51,5,3,1.4,6.7,Investment Banking,Junior,Bachelors,Female,Single,0,112.16,3.4,Veteran
1675,42,3,2686,4,8,28,8,5,23.5,6.9,Risk,Lead,Masters,Male,Single,0,63.95,8.0,Growing
1676,52,5,9414,3,0,59,17,5,11.5,1.8,Audit,Junior,Bachelors,Female,Single,0,181.04,10.2,Growing
1677,45,10,2506,5,20,20,13,2,3.2,9.6,Treasury,Mid,PhD,Male,Single,0,55.69,15.8,Established
1678,41,0,4314,3,0,16,9,0,22.9,2.0,Risk,Junior,Masters,Female,Divorced,1,105.22,5.4,New
1679,58,29,2500,3,0,17,2,1,25.5,6.1,Operations,Lead,Other,Non-binary,Single,0,43.1,1.2,Veteran
1680,25,23,7741,3,3,56,19,3,17.6,4.0,Investment Banking,Mid,Masters,Female,Divorced,0,309.64,12.6,Veteran
1681,49,22,7549,4,3,36,17,2,4.8,4.9,Risk,Mid,Other,Non-binary,Divorced,1,154.06,11.4,Veteran
1682,41,14,7019,3,1,59,7,5,0.5,6.5,Treasury,Senior,Bachelors,Male,Divorced,0,171.2,4.6,Veteran
1683,45,26,4872,4,7,37,3,2,21.0,9.2,Risk,Lead,Bachelors,Female,Single,0,108.27,4.6,Veteran
1684,53,10,4483,3,4,11,19,2,16.5,5.1,Finance,Lead,Other,Male,Single,0,84.58,13.0,Established
1685,57,24,9393,3,0,74,19,5,19.5,9.9,Finance,Senior,Bachelors,Non-binary,Divorced,0,164.79,11.4,Veteran
1686,55,18,6348,3,3,72,9,7,24.4,6.3,Investment Banking,Senior,Masters,Male,Divorced,0,115.42,6.6,Veteran
1687,57,17,8949,5,13,0,10,4,13.0,2.4,Audit,Mid,Bachelors,Male,Divorced,1,157.0,11.2,Veteran
1688,23,16,5344,5,9,57,14,5,3.7,2.7,Compliance,Senior,Other,Male,Married,1,232.35,12.0,Veteran
1689,36,18,8543,3,10,2,18,3,28.2,7.4,Investment Banking,Mid,Other,Non-binary,Married,0,237.31,14.8,Veteran
1690,55,20,11909,3,9,62,15,5,16.4,1.5,Audit,Lead,PhD,Non-binary,Single,1,216.53,12.6,Veteran
1691,57,13,9758,2,2,20,1,2,18.5,5.3,Investment Banking,Senior,Other,Female,Married,0,171.19,1.4,Veteran
1692,27,26,6762,4,0,22,6,6,28.0,2.3,Compliance,Lead,Bachelors,Female,Divorced,0,250.44,3.6,Veteran
1693,60,17,8771,3,2,8,15,2,27.9,4.9,Operations,Mid,Other,Female,Divorced,1,146.18,9.8,Veteran
1694,33,27,7278,5,14,54,6,1,17.2,7.7,Finance,Junior,Bachelors,Female,Single,0,220.55,9.2,Veteran
1695,24,18,8023,5,31,18,18,1,8.9,5.1,Compliance,Junior,Bachelors,Male,Single,0,334.29,23.2,Veteran
1696,39,14,7023,3,5,61,1,8,29.9,2.5,Risk,Lead,PhD,Non-binary,Married,1,180.08,2.6,Veteran
1697,61,14,7506,3,0,38,3,5,20.4,3.3,Operations,Mid,Bachelors,Non-binary,Divorced,1,123.05,1.8,Veteran
1698,42,3,8636,5,1,75,17,4,12.3,4.3,Treasury,Mid,Other,Male,Single,1,205.62,10.6,Growing
1699,36,6,5019,4,3,26,16,1,16.8,1.6,Compliance,Junior,Other,Female,Single,1,139.42,10.8,Established
1700,54,12,4952,1,6,45,8,6,12.5,6.3,Investment Banking,Mid,Other,Non-binary,Married,0,91.7,7.2,Veteran
1701,56,2,3834,3,0,33,17,1,26.6,6.5,Audit,Mid,Bachelors,Male,Single,0,68.46,10.2,New
1702,47,15,3199,3,22,32,8,5,14.5,1.6,Compliance,Lead,Other,Male,Married,1,68.06,13.6,Veteran
1703,29,8,4348,3,3,49,17,2,24.7,4.6,Audit,Junior,Masters,Female,Divorced,1,149.93,11.4,Established
1704,57,7,8478,3,19,19,9,6,25.2,4.7,Investment Banking,Mid,Masters,Female,Married,0,148.74,13.0,Established
1705,51,19,5321,1,12,39,12,3,24.7,4.0,Investment Banking,Lead,Other,Non-binary,Single,1,104.33,12.0,Veteran
1706,44,12,9540,4,11,57,19,6,21.7,6.0,Audit,Senior,Bachelors,Non-binary,Married,0,216.82,15.8,Veteran
1707,35,16,8104,3,7,30,4,3,25.6,4.1,Finance,Junior,Other,Female,Married,1,231.54,5.2,Veteran
1708,35,16,2500,2,7,37,11,6,11.6,4.7,Operations,Lead,Masters,Non-binary,Divorced,1,71.43,9.4,Veteran
1709,23,16,9964,3,8,44,4,5,3.4,8.2,Audit,Senior,Bachelors,Female,Married,0,433.22,5.6,Veteran
1710,58,0,10432,4,7,40,14,1,25.3,2.5,Finance,Mid,Other,Male,Single,0,179.86,11.2,New
1711,26,7,5018,5,6,8,14,3,14.9,6.6,Finance,Mid,Bachelors,Male,Single,0,193.0,10.8,Established
1712,59,18,9260,3,34,8,6,3,3.8,5.6,Audit,Senior,Other,Male,Divorced,1,156.95,17.2,Veteran
1713,35,5,5430,3,10,62,17,2,3.5,3.7,Operations,Lead,PhD,Non-binary,Divorced,1,155.14,14.2,Growing
1714,60,2,8293,5,12,78,2,4,4.8,7.5,Risk,Mid,Bachelors,Female,Divorced,0,138.22,6.0,New
1715,46,26,4206,3,16,76,8,2,22.5,6.0,Investment Banking,Mid,Masters,Male,Single,0,91.43,11.2,Veteran
1716,41,4,2620,3,1,21,4,4,21.3,5.3,Compliance,Lead,Masters,Male,Married,0,63.9,2.8,Growing
1717,23,12,6851,3,0,15,10,4,6.1,7.0,Finance,Lead,Masters,Non-binary,Single,0,297.87,6.0,Veteran
1718,60,14,7628,3,5,31,7,0,25.4,8.2,Compliance,Senior,Masters,Non-binary,Single,0,127.13,6.2,Veteran
1719,27,13,6806,3,5,65,4,4,8.4,9.8,Operations,Mid,Other,Male,Divorced,0,252.07,4.4,Veteran
1720,38,28,4447,5,14,13,16,2,23.8,6.7,Risk,Lead,Other,Non-binary,Divorced,0,117.03,15.2,Veteran
1721,46,22,6800,4,4,37,14,3,14.7,8.9,Treasury,Junior,Bachelors,Non-binary,Married,0,147.83,10.0,Veteran
1722,49,15,8807,3,6,7,16,3,21.9,1.0,Investment Banking,Senior,PhD,Non-binary,Married,1,179.73,12.0,Veteran
1723,23,17,7865,5,5,20,9,2,11.4,5.8,Investment Banking,Senior,PhD,Non-binary,Married,0,341.96,7.4,Veteran
1724,56,21,8547,1,0,55,4,0,10.4,2.9,Risk,Senior,Bachelors,Female,Married,1,152.62,2.4,Veteran
1725,58,28,5989,3,7,45,6,1,25.2,1.8,Operations,Senior,Masters,Non-binary,Single,0,103.26,6.4,Veteran
1726,26,21,11515,4,14,42,1,5,1.1,5.8,Risk,Junior,PhD,Non-binary,Married,0,442.88,6.2,Veteran
1727,22,10,4471,4,1,45,7,4,29.2,7.7,Investment Banking,Senior,PhD,Female,Single,0,203.23,4.6,Established
1728,61,2,9462,1,7,47,1,2,19.4,4.7,Treasury,Senior,Bachelors,Non-binary,Single,1,155.11,3.4,New
1729,33,21,11545,3,7,69,19,1,13.0,7.0,Finance,Lead,Masters,Non-binary,Married,0,349.85,14.2,Veteran
1730,57,9,9442,4,1,30,8,1,18.8,5.4,Risk,Mid,Other,Male,Married,0,165.65,5.2,Established
1731,44,9,7392,4,1,32,3,3,3.7,4.9,Audit,Senior,Other,Male,Single,1,168.0,2.2,Established
1732,52,29,6415,4,31,43,1,3,15.4,3.6,Audit,Lead,PhD,Male,Divorced,1,123.37,13.0,Veteran
1733,32,20,11108,3,4,70,1,3,29.6,4.4,Operations,Lead,Other,Female,Married,0,347.12,2.2,Veteran
1734,31,15,3731,2,2,7,7,5,7.1,4.1,Investment Banking,Mid,Bachelors,Non-binary,Divorced,1,120.35,5.0,Veteran
1735,24,11,5089,3,1,72,13,4,21.7,6.8,Investment Banking,Lead,PhD,Female,Single,0,212.04,8.2,Veteran
1736,35,1,6807,2,8,1,1,3,13.0,2.0,Risk,Lead,PhD,Female,Divorced,1,194.49,3.8,New
1737,37,8,11712,5,7,16,16,0,19.6,1.8,Treasury,Senior,Masters,Non-binary,Single,0,316.54,12.4,Established
1738,31,23,9139,3,8,51,14,7,6.1,6.9,Operations,Senior,Other,Non-binary,Divorced,0,294.81,11.6,Veteran
1739,50,2,5095,3,0,44,4,3,14.1,5.9,Risk,Lead,Masters,Male,Divorced,0,101.9,2.4,New
1740,31,23,7069,4,17,36,12,4,29.4,4.9,Operations,Junior,PhD,Non-binary,Divorced,1,228.03,14.0,Veteran
1741,33,29,6157,3,3,41,12,4,5.9,2.4,Audit,Mid,Other,Female,Single,0,186.58,8.4,Veteran
1742,51,24,5870,3,3,43,17,4,19.1,4.7,Treasury,Lead,Masters,Male,Single,0,115.1,11.4,Veteran
1743,22,29,10936,4,4,37,15,1,17.3,8.1,Finance,Lead,Other,Female,Single,0,497.09,10.6,Veteran
1744,26,14,3884,5,3,5,10,4,17.0,9.0,Treasury,Junior,PhD,Non-binary,Married,0,149.38,7.2,Veteran
1745,41,2,12826,4,15,67,3,3,18.5,7.3,Finance,Mid,PhD,Male,Single,0,312.83,7.8,New
1746,29,18,10484,1,21,50,12,4,15.1,1.5,Investment Banking,Lead,PhD,Non-binary,Married,1,361.52,15.6,Veteran
1747,33,17,11272,4,2,34,1,2,0.5,7.0,Compliance,Lead,Bachelors,Male,Single,0,341.58,1.4,Veteran
1748,22,7,6611,4,15,57,1,5,27.0,3.2,Audit,Senior,Masters,Male,Married,0,300.5,6.6,Established
