employee_id,age,years_at_company,monthly_salary,performance_score,overtime_hours,training_hours,projects_completed,absenteeism_days,bonus_pct,engagement_score,department,job_level,education,gender,marital_status,attrition_risk
838,32,16,7311,3,0,56,10,3,16.3,6.1,Audit,Mid,Masters,Non-binary,Divorced,0
839,29,1,3081,4,2,37,9,3,23.7,4.7,Risk,Lead,PhD,Female,Divorced,1
840,47,5,6822,5,15,31,12,1,6.0,1.6,Risk,Lead,Other,Non-binary,Married,0
841,26,13,10989,2,3,65,19,6,14.6,4.8,Audit,Junior,Masters,Female,Married,1
842,27,5,6600,5,28,76,1,1,18.2,8.1,Treasury,Mid,Other,Male,Married,0
843,47,1,9921,4,31,24,18,3,4.8,8.2,Audit,Lead,Other,Female,Married,1
844,25,0,7428,2,2,57,14,2,23.4,9.0,Treasury,Mid,Other,Non-binary,Divorced,0
845,40,9,8972,3,0,74,1,1,9.0,1.5,Audit,Senior,Bachelors,Female,Single,0
846,41,20,4556,3,9,32,17,3,6.3,5.7,Treasury,Junior,Other,Male,Single,0
847,54,4,8255,4,4,65,11,8,16.7,2.0,Compliance,Senior,Bachelors,Female,Single,1
848,41,1,2500,4,0,29,15,1,12.3,2.8,Operations,Senior,PhD,Non-binary,Single,1
849,33,21,7439,2,9,33,4,3,27.6,9.1,Operations,Senior,Masters,Non-binary,Single,0
850,22,15,3108,4,0,68,15,3,26.4,5.5,Treasury,Mid,Bachelors,Male,Single,0
851,47,24,11617,4,16,47,14,4,14.5,7.8,Treasury,Lead,Bachelors,Male,Married,0
852,35,1,10332,5,1,39,1,0,10.8,1.6,Investment Banking,Senior,PhD,Female,Married,0
853,59,9,9400,4,1,50,9,1,9.8,4.8,Investment Banking,Junior,PhD,Male,Single,1
854,58,1,12563,5,1,79,7,4,8.0,7.1,Compliance,Mid,Masters,Non-binary,Divorced,0
855,32,15,5153,4,25,12,11,5,16.3,2.2,Operations,Lead,PhD,Female,Divorced,1
856,57,15,13242,3,9,30,2,4,24.1,3.9,Compliance,Senior,Bachelors,Female,Single,0
857,34,18,10796,4,12,38,2,0,9.3,1.6,Investment Banking,Junior,Masters,Female,Divorced,1
858,24,28,7290,3,4,62,6,1,5.7,6.9,Investment Banking,Senior,Masters,Female,Married,0
859,54,6,11406,3,3,47,19,0,14.3,9.7,Risk,Lead,Masters,Male,Married,0
860,27,21,4681,3,2,47,14,2,2.1,8.4,Audit,Lead,Other,Female,Divorced,0
861,31,11,5526,4,5,60,3,3,21.0,9.8,Investment Banking,Senior,Other,Female,Single,0
862,26,23,6174,4,6,11,7,2,15.6,8.6,Operations,Senior,Bachelors,Female,Married,0
863,44,14,6413,3,7,77,7,4,14.9,8.7,Treasury,Mid,Other,Non-binary,Divorced,0
864,31,7,4830,3,2,55,4,2,9.0,6.2,Finance,Lead,PhD,Non-binary,Divorced,0
865,23,5,11669,3,23,17,5,1,27.1,5.7,Investment Banking,Lead,Masters,Male,Married,0
866,34,27,7223,4,1,26,17,2,2.7,4.7,Risk,Senior,Bachelors,Non-binary,Married,1
867,61,26,9057,3,26,27,4,1,26.1,8.4,Audit,Junior,PhD,Non-binary,Single,0
868,23,9,6288,4,0,79,13,2,11.3,2.6,Finance,Senior,Masters,Male,Divorced,0
869,41,2,2538,3,5,51,16,4,26.4,1.5,Compliance,Senior,PhD,Male,Single,0
870,22,18,8810,3,3,15,16,4,21.9,9.5,Audit,Lead,Other,Female,Married,0
871,58,16,2500,2,4,76,2,5,3.1,1.0,Compliance,Mid,PhD,Female,Divorced,1
872,30,6,7794,3,6,57,18,3,24.9,9.8,Compliance,Senior,Other,Male,Married,0
873,38,20,3895,5,4,8,1,1,20.5,7.6,Treasury,Junior,PhD,Female,Married,0
874,30,19,13961,3,4,25,18,2,1.0,4.0,Compliance,Junior,Bachelors,Female,Married,1
875,32,25,10734,3,10,27,8,1,4.0,7.3,Investment Banking,Senior,Other,Female,Single,0
876,36,3,8317,3,9,76,11,2,19.1,8.4,Finance,Junior,Other,Male,Married,0
877,45,13,11791,3,14,35,15,4,19.9,3.2,Risk,Junior,Masters,Non-binary,Single,0
878,59,19,5461,1,2,8,16,2,22.4,7.9,Investment Banking,Senior,Other,Non-binary,Married,0
879,56,21,9630,3,7,46,17,4,21.6,8.2,Treasury,Junior,Masters,Male,Married,0
880,51,14,8599,4,7,77,17,2,19.8,3.2,Risk,Junior,Other,Male,Divorced,1
881,52,23,8792,4,3,50,12,4,23.0,1.4,Compliance,Senior,Other,Female,Married,0
882,26,7,11817,3,5,75,10,4,17.3,2.8,Operations,Lead,Other,Male,Divorced,0
883,35,20,10197,3,3,56,6,3,7.8,2.8,Audit,Mid,Other,Male,Divorced,1
884,32,14,8866,5,1,31,8,2,27.4,1.6,Treasury,Mid,Masters,Male,Single,0
885,30,21,3035,3,1,66,13,6,0.5,7.5,Compliance,Lead,Bachelors,Male,Divorced,0
886,55,19,5119,3,0,56,2,5,11.0,4.4,Treasury,Senior,PhD,Female,Divorced,0
887,33,27,7631,3,9,53,19,4,21.9,9.0,Operations,Lead,Other,Female,Married,0
888,56,13,8280,3,8,15,10,5,12.8,3.3,Finance,Mid,Other,Male,Married,0
889,56,26,4609,4,24,61,4,4,0.7,5.1,Investment Banking,Mid,Bachelors,Male,Single,1
890,22,28,15235,3,10,55,12,0,2.0,6.8,Finance,Mid,Masters,Non-binary,Divorced,0
891,61,8,12549,4,0,22,18,1,19.5,8.9,Audit,Mid,PhD,Non-binary,Divorced,0
892,43,7,9806,1,17,16,7,3,28.9,5.7,Finance,Senior,Bachelors,Male,Single,0
893,50,25,8216,3,15,79,4,2,16.6,4.4,Investment Banking,Mid,Bachelors,Non-binary,Married,1
894,29,27,7363,4,4,37,7,3,15.2,8.8,Investment Banking,Mid,Bachelors,Non-binary,Divorced,0
895,32,25,5144,3,7,71,10,7,9.5,3.8,Operations,Senior,Bachelors,Female,Single,1
896,58,16,8232,4,29,29,15,5,7.7,1.7,Risk,Lead,Other,Female,Married,1
897,35,1,8773,3,6,57,12,4,0.6,5.0,Operations,Senior,PhD,Female,Single,0
898,51,24,4274,4,18,77,1,5,8.2,8.1,Operations,Mid,Other,Non-binary,Single,0
899,56,23,9002,2,0,21,18,2,13.5,1.3,Compliance,Junior,Bachelors,Male,Divorced,1
900,42,29,7534,5,1,16,16,4,5.9,6.3,Finance,Senior,PhD,Female,Married,0
901,58,2,2500,3,4,14,5,8,2.6,6.4,Treasury,Senior,Bachelors,Non-binary,Divorced,0
902,26,7,5418,5,7,47,19,2,21.5,9.4,Investment Banking,Lead,Masters,Male,Divorced,0
903,40,11,6759,3,13,31,4,1,26.8,3.6,Audit,Mid,Bachelors,Female,Married,1
904,35,0,13663,4,35,76,6,1,28.1,3.5,Risk,Junior,Bachelors,Non-binary,Married,1
905,47,9,9669,3,3,39,17,1,18.5,5.0,Investment Banking,Senior,Masters,Female,Married,0
906,25,19,3993,5,0,56,7,1,1.6,4.2,Treasury,Senior,Other,Non-binary,Divorced,1
907,46,2,9458,2,12,57,7,1,22.2,7.6,Compliance,Senior,PhD,Female,Married,0
908,46,5,3358,3,7,15,9,5,3.3,6.8,Compliance,Junior,Bachelors,Non-binary,Married,0
909,39,6,11248,3,1,27,13,1,20.1,7.8,Risk,Senior,Bachelors,Male,Married,0
910,61,19,6586,2,5,0,14,2,23.4,8.4,Treasury,Senior,Masters,Female,Single,0
911,29,22,7719,3,10,40,16,3,21.8,9.3,Risk,Junior,PhD,Female,Married,0
912,60,24,11977,5,11,47,9,6,28.6,4.9,Risk,Senior,Masters,Non-binary,Divorced,0
913,61,26,4138,5,5,30,15,5,22.1,9.9,Finance,Junior,Bachelors,Male,Single,0
914,35,17,3808,3,2,35,5,3,20.8,2.9,Treasury,Lead,Other,Male,Divorced,0
915,53,10,6249,5,29,32,18,1,7.9,7.4,Finance,Junior,Other,Female,Single,0
916,59,18,11115,4,8,32,8,4,27.7,5.8,Investment Banking,Lead,PhD,Non-binary,Married,0
917,54,4,3441,3,4,22,15,2,5.4,8.4,Finance,Junior,Bachelors,Female,Single,0
918,44,18,2500,4,2,59,9,6,27.1,5.3,Investment Banking,Mid,Masters,Non-binary,Divorced,0
919,36,10,6646,4,10,78,19,3,9.4,8.1,Audit,Senior,Bachelors,Male,Single,0
920,54,23,9655,5,2,29,6,4,3.9,9.4,Finance,Lead,Masters,Female,Married,0
921,46,11,11600,3,1,44,4,5,24.8,7.6,Operations,Senior,Masters,Non-binary,Married,0
922,38,9,6610,4,6,79,11,2,0.1,8.0,Compliance,Senior,PhD,Male,Divorced,0
923,54,7,6765,2,2,38,10,3,25.0,1.6,Compliance,Junior,Masters,Non-binary,Single,1
924,23,23,11461,2,7,44,3,4,7.9,2.8,Operations,Mid,PhD,Female,Divorced,1
925,35,27,2500,1,1,77,1,7,26.5,9.8,Investment Banking,Junior,Other,Non-binary,Divorced,0
926,61,27,6834,5,8,11,12,3,20.7,7.2,Investment Banking,Senior,PhD,Female,Divorced,0
927,61,8,8571,4,2,31,15,2,20.0,6.1,Risk,Junior,PhD,Male,Married,0
928,60,3,9347,4,0,55,15,5,11.0,4.3,Treasury,Lead,PhD,Non-binary,Single,1
929,27,4,6470,4,1,23,14,3,1.8,1.4,Treasury,Mid,Other,Male,Married,0
930,27,20,8103,3,21,12,7,6,24.9,4.3,Treasury,Senior,PhD,Male,Married,1
931,24,7,2500,3,16,19,17,4,5.1,5.5,Finance,Junior,Masters,Female,Married,0
932,28,22,6025,3,2,78,19,1,11.2,2.9,Treasury,Lead,Masters,Female,Single,0
933,29,8,9360,3,12,55,7,5,18.0,2.6,Treasury,Mid,PhD,Male,Married,1
934,36,14,5053,4,7,52,3,0,14.5,5.6,Investment Banking,Junior,Masters,Female,Married,0
935,50,14,8176,4,28,67,3,5,6.0,6.3,Treasury,Junior,PhD,Male,Married,0
936,54,15,9340,2,3,53,18,7,4.2,3.2,Compliance,Senior,Other,Female,Single,1
937,51,13,6972,1,9,33,14,5,3.7,6.3,Operations,Lead,Masters,Female,Single,0
938,60,7,8511,2,0,27,3,3,25.9,9.1,Audit,Mid,PhD,Non-binary,Divorced,0
939,48,17,5111,3,4,49,7,5,0.9,5.3,Investment Banking,Junior,Bachelors,Non-binary,Married,0
940,57,9,7380,5,26,1,7,2,29.3,8.7,Risk,Mid,Other,Female,Married,0
941,50,27,9830,4,6,25,5,3,6.0,9.3,Operations,Lead,Bachelors,Male,Single,0
942,59,19,8470,4,2,50,3,2,3.3,1.8,Treasury,Senior,PhD,Male,Single,1
943,54,5,6240,3,1,46,18,4,17.3,1.9,Risk,Senior,Masters,Male,Married,0
944,58,11,8672,3,9,25,15,5,2.4,5.3,Risk,Senior,PhD,Female,Divorced,0
945,48,1,10143,2,8,74,14,2,18.1,6.3,Operations,Mid,Masters,Female,Divorced,0
946,54,6,2500,5,3,73,4,3,25.5,4.8,Operations,Mid,PhD,Male,Married,0
947,25,15,11477,4,24,60,8,2,1.4,3.9,Operations,Junior,PhD,Non-binary,Divorced,1
948,43,2,6991,3,0,22,13,1,24.0,6.8,Investment Banking,Lead,Masters,Non-binary,Divorced,0
949,23,12,9276,4,2,36,8,3,11.8,1.0,Investment Banking,Lead,Masters,Male,Married,1
950,31,2,11591,3,20,40,15,5,4.8,9.7,Audit,Lead,PhD,Female,Divorced,0
951,26,26,3884,4,3,51,17,5,5.3,3.1,Operations,Mid,Bachelors,Female,Single,1
952,31,17,5871,5,2,48,5,5,27.6,9.3,Audit,Senior,Other,Male,Married,0
953,54,10,7134,4,6,26,4,3,3.3,2.0,Finance,Lead,Bachelors,Non-binary,Single,0
954,59,7,5648,4,13,5,11,4,26.0,3.1,Compliance,Junior,Bachelors,Male,Married,0
955,34,5,13204,2,0,73,18,2,16.3,3.1,Audit,Mid,Bachelors,Male,Single,1
956,52,0,5429,2,22,65,10,0,1.2,10.0,Compliance,Senior,Bachelors,Male,Divorced,1
957,57,27,6333,3,12,23,17,3,13.9,1.0,Treasury,Lead,Masters,Non-binary,Single,1
958,45,0,8613,1,1,37,15,2,24.5,6.8,Finance,Senior,Bachelors,Male,Single,1
959,36,22,4393,4,9,27,6,5,21.8,8.8,Risk,Junior,Other,Non-binary,Single,0
960,50,7,6812,4,3,27,16,3,14.7,7.1,Operations,Lead,Masters,Female,Single,0
961,29,4,8952,2,4,65,15,2,25.8,4.3,Treasury,Lead,Bachelors,Non-binary,Single,1
962,26,27,7001,4,12,60,8,2,3.6,9.6,Risk,Senior,Masters,Non-binary,Married,0
963,50,15,7719,3,26,45,9,1,27.3,9.0,Investment Banking,Mid,Bachelors,Male,Single,0
964,25,10,6412,3,1,68,11,3,25.4,4.9,Compliance,Senior,Bachelors,Female,Single,0
965,33,4,3456,3,4,74,2,7,21.2,6.2,Risk,Junior,Other,Male,Married,0
966,23,3,8964,3,5,73,13,0,24.5,9.7,Operations,Senior,Masters,Non-binary,Married,0
967,48,29,13264,3,3,42,4,6,16.3,9.8,Operations,Senior,Masters,Non-binary,Divorced,0
968,52,5,8055,3,3,58,9,4,20.3,5.0,Audit,Lead,PhD,Male,Single,0
969,57,13,8675,3,0,1,5,0,16.8,8.6,Audit,Mid,Bachelors,Female,Single,0
970,57,21,10078,5,9,14,19,5,10.7,3.7,Investment Banking,Mid,Bachelors,Non-binary,Divorced,0
971,47,18,4192,2,4,36,3,0,17.1,4.3,Compliance,Mid,Other,Non-binary,Single,1
972,48,8,13107,2,1,70,3,2,7.7,2.5,Operations,Mid,Other,Non-binary,Divorced,1
973,26,11,8606,2,13,19,6,1,13.2,2.9,Finance,Senior,Masters,Female,Married,1
974,41,10,12895,4,12,34,10,3,8.4,6.9,Treasury,Lead,Other,Male,Single,0
975,32,13,5800,2,5,33,5,4,3.7,5.6,Compliance,Lead,Masters,Female,Single,0
976,31,22,13454,4,2,30,3,2,9.7,3.1,Compliance,Mid,Bachelors,Female,Married,1
977,61,15,10325,4,8,18,7,3,25.6,4.6,Risk,Senior,Bachelors,Non-binary,Single,1
978,59,0,9659,4,2,67,18,1,11.4,4.4,Compliance,Mid,Masters,Female,Married,0
979,27,12,8702,4,2,23,8,3,22.4,9.9,Investment Banking,Mid,Other,Non-binary,Married,0
980,29,22,7254,3,10,38,1,1,5.3,8.7,Treasury,Lead,Other,Female,Divorced,0
981,44,20,11601,3,0,53,4,3,12.7,4.5,Finance,Lead,Masters,Female,Married,1
982,47,20,8421,3,0,38,7,4,3.4,9.2,Risk,Mid,Bachelors,Male,Divorced,0
983,33,29,2500,4,0,16,14,0,4.2,4.1,Treasury,Senior,Masters,Female,Married,0
984,47,12,4648,3,1,18,13,2,18.5,7.0,Audit,Mid,Other,Male,Divorced,0
985,34,1,7442,2,0,47,10,2,18.2,9.7,Compliance,Lead,Masters,Non-binary,Divorced,0
986,61,3,8929,5,43,34,18,2,6.4,4.5,Investment Banking,Lead,Bachelors,Non-binary,Divorced,1
987,39,27,7830,1,2,31,1,2,14.2,7.1,Operations,Senior,PhD,Male,Divorced,0
988,46,5,11656,4,1,46,4,7,25.9,3.7,Audit,Mid,Masters,Non-binary,Single,1
989,54,25,2500,4,2,46,16,3,5.2,3.4,Operations,Mid,PhD,Non-binary,Married,0
990,61,26,8430,3,22,63,16,6,0.6,6.2,Treasury,Junior,Masters,Female,Married,1
991,33,22,2546,2,5,45,18,3,19.6,9.8,Finance,Mid,Other,Male,Married,0
992,57,26,10279,2,3,34,8,4,1.6,5.1,Operations,Senior,Other,Non-binary,Married,0
993,25,4,7716,4,16,16,10,3,29.4,9.4,Investment Banking,Lead,PhD,Male,Divorced,0
994,26,24,9258,4,4,41,16,3,18.3,9.2,Treasury,Junior,Masters,Female,Single,0
995,58,2,5408,4,3,28,11,5,14.1,3.3,Risk,Senior,Other,Non-binary,Married,0
996,29,0,11838,5,1,69,6,1,12.9,4.6,Compliance,Senior,PhD,Non-binary,Married,1
997,49,3,11125,4,3,16,1,4,17.2,6.8,Finance,Junior,PhD,Male,Married,0
998,52,24,9750,3,3,13,12,3,2.7,5.7,Investment Banking,Mid,Masters,Non-binary,Divorced,0
999,30,19,7611,3,9,23,6,0,27.9,1.9,Investment Banking,Junior,Other,Male,Married,0
1000,50,1,9739,4,2,56,13,3,18.8,9.9,Finance,Senior,PhD,Non-binary,Married,0
1001,35,25,5879,3,6,49,17,3,5.5,7.8,Risk,Mid,Bachelors,Female,Single,0
1002,61,29,10566,2,0,56,1,3,16.9,4.9,Finance,Lead,Bachelors,Female,Divorced,1
1003,43,29,12948,4,1,60,8,1,4.0,6.6,Treasury,Junior,Other,Male,Single,0
1004,32,4,11211,3,4,38,8,2,0.5,1.8,Finance,Senior,Other,Non-binary,Married,1
1005,44,2,5811,5,22,54,11,3,18.9,5.5,Finance,Mid,Bachelors,Non-binary,Divorced,0
1006,22,28,9084,4,3,35,14,2,19.5,9.4,Finance,Senior,PhD,Male,Married,0
1007,58,27,4120,2,8,36,10,3,17.5,9.1,Treasury,Mid,Masters,Female,Married,0
1008,42,28,9717,5,2,13,15,1,5.5,4.0,Audit,Mid,PhD,Female,Divorced,0
1009,47,8,9351,3,1,26,7,6,18.1,5.8,Compliance,Junior,Other,Female,Single,0
1010,57,19,2500,3,0,30,7,0,1.7,7.3,Operations,Lead,Other,Male,Divorced,0
1011,44,5,4514,3,2,72,10,2,18.3,4.1,Audit,Mid,Masters,Female,Divorced,0
1012,22,17,7150,2,1,43,4,1,16.6,1.6,Finance,Senior,PhD,Male,Single,1
1013,61,5,7097,3,1,67,18,1,19.7,5.5,Risk,Mid,Masters,Female,Divorced,0
1014,36,18,4371,2,11,47,10,4,26.9,6.4,Investment Banking,Lead,PhD,Female,Single,0
1015,42,27,9166,3,0,56,19,2,25.5,1.1,Risk,Senior,PhD,Male,Single,1
1016,30,11,8754,3,6,74,14,2,29.4,1.9,Treasury,Mid,Bachelors,Non-binary,Divorced,0
1017,30,24,7417,4,3,21,13,2,29.3,2.9,Compliance,Mid,PhD,Non-binary,Divorced,1
1018,31,10,5732,4,5,3,15,6,23.2,4.1,Finance,Junior,Other,Non-binary,Single,0
1019,47,1,11146,3,6,71,16,1,28.7,5.9,Treasury,Lead,Other,Female,Single,0
1020,56,14,12966,3,3,45,2,6,26.0,3.6,Operations,Mid,Other,Female,Single,1
1021,46,11,6549,3,2,58,4,3,21.8,3.5,Compliance,Lead,Bachelors,Non-binary,Single,1
1022,47,11,6163,3,10,33,18,2,2.3,8.8,Compliance,Mid,Masters,Female,Single,0
1023,32,8,9473,4,16,10,17,5,1.5,2.3,Treasury,Senior,Other,Female,Divorced,0
1024,59,20,6925,4,1,30,10,6,25.1,5.5,Audit,Lead,Other,Non-binary,Married,0
1025,23,23,7581,3,0,10,9,1,14.7,9.6,Investment Banking,Senior,Masters,Male,Divorced,0
1026,28,1,10218,3,18,55,15,2,24.4,6.6,Risk,Lead,Bachelors,Non-binary,Married,0
1027,39,21,2500,2,3,37,12,7,9.4,7.5,Audit,Senior,PhD,Non-binary,Single,0
1028,48,2,11954,4,6,20,9,8,11.9,4.9,Compliance,Mid,Masters,Male,Divorced,1
1029,55,11,8218,2,3,9,14,3,21.0,1.2,Risk,Senior,PhD,Female,Married,1
1030,48,27,6765,5,1,25,13,4,27.5,6.8,Compliance,Senior,PhD,Non-binary,Single,0
1031,38,29,7732,4,7,7,6,5,2.6,6.7,Investment Banking,Mid,PhD,Non-binary,Divorced,0
1032,45,25,7887,3,5,7,19,2,25.8,2.0,Compliance,Lead,Masters,Female,Married,0
1033,46,15,2806,4,1,59,4,0,23.8,5.2,Compliance,Senior,Masters,Female,Divorced,0
1034,28,20,12484,5,4,71,17,4,9.5,9.2,Operations,Junior,PhD,Male,Married,0
1035,27,27,8123,4,12,33,19,1,10.7,2.8,Risk,Junior,Bachelors,Female,Divorced,0
1036,45,23,9329,3,7,15,3,4,1.4,5.1,Operations,Senior,Bachelors,Non-binary,Divorced,0
1037,54,25,10854,3,0,12,14,5,0.5,5.1,Risk,Senior,Bachelors,Female,Married,0
1038,50,29,4936,4,6,75,17,3,14.3,8.3,Investment Banking,Senior,Other,Female,Divorced,0
1039,43,0,9420,4,9,21,13,2,2.9,8.4,Investment Banking,Lead,PhD,Male,Divorced,0
1040,47,20,7197,4,12,26,9,2,5.8,7.8,Operations,Mid,Other,Male,Single,0
1041,49,2,10540,5,7,63,1,1,25.4,4.3,Operations,Junior,Bachelors,Non-binary,Married,0
1042,42,19,2500,5,1,1,17,6,17.1,1.6,Operations,Junior,Masters,Non-binary,Divorced,0
1043,28,1,7702,5,9,25,16,4,19.0,4.1,Investment Banking,Lead,Bachelors,Female,Married,1
1044,38,8,6191,2,9,68,18,2,5.6,7.1,Investment Banking,Senior,Other,Non-binary,Divorced,0
1045,41,18,9296,4,0,29,2,3,24.9,7.3,Treasury,Senior,Other,Non-binary,Married,0
1046,41,14,9410,4,4,7,14,4,26.0,9.7,Operations,Mid,Bachelors,Female,Married,0
1047,43,17,5877,4,3,37,17,5,15.7,5.1,Audit,Mid,PhD,Female,Single,0
1048,49,25,5863,4,8,60,3,1,27.4,6.7,Audit,Junior,Masters,Female,Single,0
1049,61,10,7668,3,1,64,2,0,25.3,5.9,Compliance,Mid,Masters,Male,Married,0
1050,28,24,5310,4,7,66,8,5,21.9,2.4,Finance,Junior,Bachelors,Male,Divorced,0
1051,22,22,10525,4,19,45,2,1,22.0,5.2,Operations,Lead,PhD,Female,Married,0
1052,53,15,6892,2,12,71,2,4,3.2,5.9,Finance,Senior,PhD,Male,Divorced,0
1053,34,21,2500,3,20,42,9,4,8.1,9.6,Finance,Senior,Bachelors,Male,Married,0
1054,51,16,6875,3,30,58,6,5,2.0,4.3,Compliance,Junior,Masters,Male,Single,1
1055,44,4,4884,3,0,45,12,2,0.3,9.8,Finance,Senior,Masters,Non-binary,Single,0
1056,40,11,3106,1,7,71,9,3,4.7,5.9,Investment Banking,Lead,Masters,Female,Divorced,1
1057,53,10,4287,3,4,34,7,3,26.4,3.2,Finance,Mid,PhD,Female,Married,0
1058,51,29,8328,4,15,38,12,4,7.2,2.7,Investment Banking,Lead,Bachelors,Non-binary,Divorced,0
1059,50,14,11985,4,2,50,5,4,29.1,2.3,Investment Banking,Senior,PhD,Male,Single,0
1060,50,26,8939,4,31,3,16,2,17.9,5.1,Audit,Lead,Masters,Female,Married,0
1061,51,2,6180,4,7,79,5,1,7.1,1.2,Investment Banking,Senior,PhD,Male,Single,1
1062,37,0,9367,3,12,76,12,3,14.9,5.0,Finance,Junior,Masters,Non-binary,Single,0
1063,61,19,6622,2,0,50,9,6,6.6,9.9,Risk,Mid,Bachelors,Male,Married,0
1064,40,28,5916,5,1,4,7,4,29.5,7.0,Operations,Mid,Masters,Non-binary,Divorced,0
1065,39,15,4536,3,11,54,19,2,25.4,7.8,Operations,Senior,Other,Non-binary,Married,0
1066,22,1,2744,5,0,19,11,5,0.8,2.1,Finance,Senior,Other,Male,Single,1
1067,35,1,6830,4,13,23,12,0,28.4,5.3,Compliance,Mid,Bachelors,Male,Single,0
1068,23,2,8474,4,0,35,3,3,21.6,3.6,Risk,Lead,PhD,Female,Single,0
1069,49,7,7710,5,8,33,17,5,2.5,9.0,Compliance,Lead,PhD,Non-binary,Single,0
1070,51,23,6752,2,3,53,7,6,20.1,2.6,Compliance,Lead,PhD,Male,Divorced,1
1071,59,27,5162,3,7,33,10,2,19.4,5.1,Finance,Mid,Masters,Male,Married,0
1072,25,14,9824,4,9,16,15,4,6.6,6.3,Treasury,Junior,Other,Female,Married,0
1073,22,6,4048,3,3,4,2,5,22.8,5.6,Finance,Senior,Bachelors,Female,Divorced,0
1074,29,5,10328,5,0,17,13,1,2.6,8.5,Audit,Senior,PhD,Female,Divorced,0
1075,50,8,4993,2,0,54,4,4,14.7,3.1,Treasury,Mid,PhD,Non-binary,Single,1
1076,60,19,5742,4,7,52,18,4,0.3,4.4,Investment Banking,Junior,Bachelors,Female,Married,1
1077,24,27,3599,4,5,49,1,7,29.1,8.1,Risk,Mid,Masters,Non-binary,Married,0
1078,53,0,6495,4,10,71,2,3,22.5,5.8,Treasury,Lead,PhD,Female,Married,0
1079,31,7,10925,3,5,78,2,4,4.8,4.6,Finance,Lead,Masters,Non-binary,Divorced,1
1080,31,22,9546,3,4,44,4,3,10.3,1.3,Finance,Senior,Masters,Female,Single,1
1081,40,22,10935,4,4,12,3,3,4.8,7.8,Compliance,Senior,Masters,Non-binary,Single,0
1082,55,2,9566,3,0,15,17,1,23.0,9.7,Finance,Senior,PhD,Female,Married,0
1083,54,3,4688,4,3,12,14,0,1.8,6.6,Investment Banking,Senior,PhD,Female,Single,0
1084,44,25,7007,4,29,19,2,10,25.2,8.7,Audit,Lead,Bachelors,Male,Divorced,0
1085,49,24,5659,4,16,65,16,5,28.3,5.7,Finance,Lead,Bachelors,Non-binary,Divorced,0
1086,53,14,11991,4,3,46,11,1,20.3,3.1,Operations,Junior,Masters,Male,Married,0
1087,28,5,4409,3,7,18,13,3,6.4,1.1,Operations,Senior,PhD,Non-binary,Single,0
1088,50,14,10681,4,15,44,1,1,10.8,6.9,Compliance,Mid,Masters,Male,Divorced,0
1089,29,20,10678,5,4,36,2,1,14.3,5.4,Treasury,Junior,Bachelors,Female,Divorced,0
1090,22,2,13488,3,0,53,2,1,18.1,8.0,Treasury,Junior,Masters,Male,Divorced,0
1091,24,24,6770,5,0,5,5,2,20.1,7.3,Operations,Lead,Other,Female,Divorced,0
1092,45,20,10136,3,5,13,4,0,16.6,9.9,Audit,Senior,Masters,Non-binary,Single,0
1093,44,20,14844,2,27,3,12,3,10.5,5.6,Risk,Junior,PhD,Female,Divorced,1
1094,29,13,6147,3,9,54,3,2,26.7,4.8,Investment Banking,Senior,Masters,Male,Divorced,0
1095,58,19,3394,5,0,33,10,9,2.4,3.6,Investment Banking,Lead,Masters,Non-binary,Single,1
1096,24,13,2500,3,1,26,18,2,14.0,5.3,Investment Banking,Junior,PhD,Male,Married,0
1097,54,3,10138,5,11,6,10,5,23.3,8.9,Audit,Junior,Other,Female,Married,0
1098,49,11,2500,5,14,2,1,3,1.8,1.4,Operations,Mid,PhD,Female,Divorced,1
1099,29,16,6883,3,7,46,6,2,21.2,9.8,Investment Banking,Lead,Bachelors,Male,Married,0
1100,55,6,9311,2,8,1,11,3,24.6,9.9,Audit,Mid,Other,Non-binary,Single,0
1101,56,8,8555,4,0,79,2,3,19.8,6.4,Risk,Lead,Other,Male,Divorced,0
1102,53,2,9276,3,14,24,7,3,0.4,4.0,Treasury,Mid,PhD,Female,Single,0
1103,45,27,8666,4,12,59,18,2,5.4,3.0,Operations,Lead,Masters,Non-binary,Married,0
1104,35,12,11836,3,2,78,19,5,10.3,3.5,Finance,Lead,Bachelors,Male,Married,0
1105,53,14,5143,3,9,23,4,3,7.0,1.5,Investment Banking,Junior,Bachelors,Female,Divorced,0
1106,37,17,5969,4,1,14,13,2,28.9,5.3,Risk,Mid,Other,Non-binary,Married,0
1107,25,18,5682,3,0,13,18,3,19.5,1.5,Risk,Mid,Bachelors,Male,Divorced,0
1108,58,0,10490,3,1,53,13,4,8.9,7.5,Risk,Mid,Other,Non-binary,Divorced,0
1109,42,5,10701,3,1,77,19,4,27.9,4.3,Treasury,Junior,Other,Female,Single,1
1110,35,26,9353,3,3,5,17,2,22.2,2.8,Audit,Senior,Bachelors,Male,Married,1
1111,52,26,11550,4,4,77,1,4,8.5,5.9,Compliance,Lead,Other,Male,Married,0
1112,39,22,4465,4,5,17,6,5,11.4,9.8,Investment Banking,Mid,Masters,Female,Divorced,0
1113,28,26,13001,3,5,19,19,3,6.0,7.3,Finance,Lead,Other,Female,Divorced,0
1114,31,26,12569,4,2,61,1,2,29.1,5.4,Investment Banking,Junior,Masters,Female,Divorced,0
